,Machine.Number.x,AnalysisUnit,Match_ID,Class,Order,Family,Genus,Species,IDConfidence,MNI,NISP,Context,Modification,Type,Original.Bib,Taxon.Bib,Comment.x,FaunalSeq,LocSeq.x,Machine.Number.y,Analysis.unit,SiteName,AlternateName,State.prov,County,Site.Number,CodedBy,DateCoded,CodingUpdate,Comment.y,Precision,Quadrangle,QuadSize,Township,Latitude,Longitude,Altitude,Repository,Bibnum,LATDD,LONGDD,RecoveryMethod,DepositionalSystem,DepositionalEnvironment,Facies,Mixing,Group,Formation,Member,Arch.Period,Arch.Epoch,Arch.Age,Arch.Land.Mammal.Age,Arch.Bibnum,Period,Epoch,Age,NALMA,Oxgen.isotope,Magnetochron,RepennMicrotineBioStrat,BellMicirotineBioStrata,MinimumAge,MinimumAge(Years),,MinimunAgeMethod,MaximumAge,MaximunAgeMethod,Millennium,SiteType,Agent,Cultural.Age,Bone.modification,LocSeq.y,DB
74,336,Assemblage,336_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,336,Assemblage,New Paris #2,,PA,BEDFORD,,MKM,7/15/91 0:00,,,E,BEDFORD,7.5,NA,40.5,-78.39,,,NA,40.08333333,-78.65,,CV,SH,,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001875,1875,late-Holocene,14CG,0.001875,14CG,NA,PALEO,,,,0,f
156,"1,145.00",Upper Cave Level 4,1145_Upper Cave Level 4,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,6,NA, ,NA,NA,NA, ,0,0,1145,Upper Cave Level 4,Ventana Cave,,AZ,PIMA,AZ Z:12:5,RFS,5/28/91 0:00,7/24/99 0:00,Previous codining up date 6/20/91,E,WINDOW MOUNTAIN,7.5,NA,32.2,-112.14,750,UALP,NA,32.33333333,-112.2333333,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.002,2000,late-Holocene,CULT,0.0028,CULT,NA,CULT,HH,San Pedro,"HB, BN, BT",0,f
368,"2,611.00",Assemblage,2611_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2611,Assemblage,Dickson Camp,,IL,FULTON,11F35D,MAG,1/15/93 0:00,,,E,HAVANA,7.5,NA,40.2105,-90.0711,,ISM,NA,40.35,-90.11666667,CRSE,AN,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.002,2000,late-Holocene,CULT,0.0021,CULT,NA,CULT,HH,Havana,,0,f
182,"1,249.00",Pre-Pottery Phase,1249_Pre-Pottery Phase,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,2,NA,NA, ,NA,NA,NA, ,0,0,1249,Pre-Pottery Phase,Tularosa Cave,,NM,CATRON,,RFS,8/21/91 0:00,,,Q,ARAGON,7.5,NA,33.52,-108.3,2061,FMNH,NA,33.86666667,-108.5,CRFI,AN,CU,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0021,2100,late-Holocene,CULT,0.0023,14CG,NA,CULT,HH,Mogollon; Pre-Pottery Phase,"TF, LF, HB",0,f
357,"2,586.00",Layer E,2586_Layer E,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,2586,Layer E,Russell Cave,,AL,JACKSON,,MAG,12/8/92 0:00,,,QP,DORAN COVE,7.5,NA,34.52,-85.45,187,RUSSELL CAVE NTL MON,NA,34.86666667,-85.75,CRSE,CV,RS,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.0021,2100,late-Holocene,14CG,0.00549,14CG,NA,CULT,"HH, HB",Late Archaic,BT,0,f
47,141,Assemblage,141_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,CF,NA,NA,NA, ,NA,NA,NA, ,0,0,141,Assemblage,Zopilote,,TX,VAL VERDE,41VV216,MAG,4/24/91 0:00,,,QA,CALIFORNIA CREEK,7.5,NA,29.3,-101,,,NA,29.5,-101,CRSE,CV,RS,OD,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00215,2150,late-Holocene,CULT,0.0045,CULT,NA,CULT,HH,Late Archaic; Middle Archaic,,0,f
130,911,Assemblage,911_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,2,NA,NA, ,NA,NA,NA, ,0,0,911,Assemblage,Riverhaven #2,,NY,NIAGARA,,MKM,7/6/92 0:00,,,QA,NIAGARA FALLS,7.5,NA,43,-79,,KIRKLAND COLL/SUNY,NA,43,-79,,FL,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0022,2200,late-Holocene,CULT,0.003,CULT,NA,CULT,HH,Early Woodland,,0,f
131,912,Assemblage,912_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,912,Assemblage,Cadwalader,,NJ,CUMBERLAND,,MKM,7/6/92 0:00,,,QA,DIVIDING CREEK,7.5,NA,39.15,-75,,,NA,39.25,-75,,FL,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0022,2200,late-Holocene,CULT,0.003,CULT,NA,CULT,HH,Early Woodland,,0,f
314,"2,230.00",Level 2,2230_Level 2,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,2230,Level 2,Krill Cave,,OH,SUMMIT,,MKM,8/27/92 0:00,2/21/02 0:00,Absolute ages not separated into levels,E,WEST RITCHFIELD,7.5,NA,41.11,-81.4018,,,NA,41.18333333,-81.66666667,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0022,2200,late-Holocene,CULT,0.003,CULT,NA,CULT,,Early Woodland,,0,f
329,"2,356.00",Assemblage,2356_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2356,Assemblage,LaMoille Cave,,MN,WINONA,21WN1,MAG,9/21/92 0:00,,,QA,WINONA WEST,7.5,NA,44,-91.37,,UMINN,NA,44,-91.61666667,,CV,RS,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,HOLO,HOLO,1,BRUN,,NA,0.0022,2200,late-Holocene,CULT,0.01,CULT,NA,CULT,HH,Archaic; Early Woodland,BN,0,f
58,164,Analysis Unit 2,164_Analysis Unit 2,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,2,NA, ,NA,NA,NA, ,0,0,164,Analysis Unit 2,Hinds Cave,,TX,VAL VERDE,41VV456,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.5329,-101.2624,,TAM,NA,29.88333333,-101.4333333,,CV,RS,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00228,2280,late-Holocene,14CG,0.00368,14CG,NA,CULT,,Late Archaic,BN,0,f
29,78,Stratum IV,78_Stratum IV,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,78,Stratum IV,Meadowcroft Rockshelter,,PA,WASHINGTON,36WH297,MAG,2/18/91 0:00,2/21/02 0:00,,E,AVELLA,7.5,NA,40.1712,-80.29,259.9,PITT/CMNH,NA,40.28333333,-80.48333333,TOTL,CV,RS,BS,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00229,2290,late-Holocene,14CG,0.00305,14CG,NA,CULT,"RR, HH",Early Woodland,"BN, W0",0,f
70,312,Archaic,312_Archaic,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,312,Archaic,Scott,,OK,LEFLORE,34LF11,MKM,7/1/91 0:00,,,QC,WISTER,7.5,NA,34.52,-94.37,,,NA,34.86666667,-94.61666667,,FL,,FP,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.002525,2525,late-Holocene,14CG,0.0045,14CG,NA,CULT,HH,Middle Archaic; Late Archaic,,0,f
144,"1,048.00",Stratum 9,1048_Stratum 9,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,NA,NA, ,NA,NA,NA, ,0,0,1048,Stratum 9,Hogup Cave,,UT,BOX ELDER,,RFS,4/12/91 0:00,4/15/91 0:00,,QA,TANGENT PEAK,7.5,NA,41.22,-113.07,,UMNH,NA,41.36666667,-113.1166667,CRFI,CV,RS,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0026,2600,late-Holocene,14CG,0.0032,14CG,NA,CULT,HH,,DE,0,f
157,"1,145.00",Upper Cave Level 5,1145_Upper Cave Level 5,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,1145,Upper Cave Level 5,Ventana Cave,,AZ,PIMA,AZ Z:12:5,RFS,5/28/91 0:00,7/24/99 0:00,Previous codining up date 6/20/91,E,WINDOW MOUNTAIN,7.5,NA,32.2,-112.14,750,UALP,NA,32.33333333,-112.2333333,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0028,2800,late-Holocene,CULT,0.0032,CULT,NA,CULT,HH,San Pedro; Chiricahua; Amargoza II,"HB, BN, BT",0,f
22,66,Zone B,66_Zone B,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,66,Zone B,Prairie Creek,,IN,DAVIESS,12Da9,MAG,2/7/91 0:00,3/23/93 0:00,,E,WASHINGTON,7.5,NA,38.4251,-87.1016,,IND UNIV,NA,38.7,-87.16666667,FINE,FL,,AL,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00288,2880,late-Holocene,,0.00414,,NA,PALEO,,,,0,f
343,"2,566.00",Stratum D,2566_Stratum D,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,3,NA, ,NA,NA,NA, ,0,0,2566,Stratum D,Phillips Spring,,MO,HICKORY,23HI216,MAG,11/21/92 0:00,,,E,FRISOTE,15,NA,38.335,-93.192,,ISM/UMO,NA,38.05,-93.31666667,CRSE,SP,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00291,2910,late-Holocene,14CG,0.00305,14CG,NA,CULT,HH,Woodland,,0,f
19,53,Assemblage,53_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,53,Assemblage,Globe Hill,,WV,HANCOCK,,MAG,1/30/91 0:00,,,QC,EAST LIVERPOOL SOUTH,7.5,NA,40.3,-80.34,246,CMNH,NA,40.5,-80.56666667,,FL,,TE,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00295,2950,late-Holocene,CULT,0.00395,CULT,NA,CULT,HH,Archaic,,0,f
55,162,Zone IV,162_Zone IV,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,162,Zone IV,Baker Cave,,TX,VAL VERDE,41VV213,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.59,-101.06,,,NA,29.98333333,-101.1,CRSE,CV,RS,,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00295,2950,late-Holocene,CULT,0.00445,CULT,NA,CULT,HH,Archaic; Almagre; Langtry,,0,f
297,"2,179.00",Assemblage,2179_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2179,Assemblage,Stony Brook,,NY,NASSAU,,MAG,8/22/92 0:00,,,QP,SEA CLIFF,7.5,NA,40.45,-73.37,,NASSAU ARCH SOC,NA,40.75,-73.61666667,,AN,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00295,2950,late-Holocene,CULT,0.00325,CULT,NA,CULT,HH,Late Archaic; Early Woodland,,0,f
206,"1,428.00",Unit 3,1428_Unit 3,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,1428,Unit 3,O'Malley Shelter,,NV,LINCOLN,,RFS,12/6/91 0:00,,,E,ISLEN,7.5,NA,37.31,-114.16,,,NA,37.51666667,-114.2666667,CRSE,CV,RS,AL,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00297,2970,late-Holocene,14CG,0.00394,14CG,NA,CULT,"NA, HH",Desert Archaic,"DE, BT",0,f
385,"2,771.00",Terminal Archaic,2771_Terminal Archaic,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,2771,Terminal Archaic,Little Muddy Rock Shelter,,IL,JACKSON,11J814,MAG,1/25/93 0:00,,,QP,DESOTO,7.5,NA,37.45,-89.07,,SIUC,NA,37.75,-89.11666667,FLOT,CV,RS,FL,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00299,2990,late-Holocene,14CG,0.00299,14CG,NA,CULT,HH,Late Archaic,,0,f
282,"1,977.00",Archaic Level,1977_Archaic Level,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,98,NA, ,NA,NA,NA, ,0,0,1977,Archaic Level,Tick Creek Cave,,MO,PHELPS,23PH145,MAG,11/4/92 0:00,,,QA,NEWBURG,7.5,NA,37.52,-91.52,237,ISM,NA,37.86666667,-91.86666667,CRSE,CV,RS,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.003,3000,late-Holocene,CULT,0.008,CULT,NA,CULT,HH,Late Archaic; Middle Archaic,"BT, SM, HB",0,f
315,"2,230.00",Level 3,2230_Level 3,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,2,3,NA, ,NA,NA,NA, ,0,0,2230,Level 3,Krill Cave,,OH,SUMMIT,,MKM,8/27/92 0:00,2/21/02 0:00,Absolute ages not separated into levels,E,WEST RITCHFIELD,7.5,NA,41.11,-81.4018,,,NA,41.18333333,-81.66666667,CRSE,CV,RS,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.003,3000,late-Holocene,CULT,0.005,CULT,NA,CULT,,Archaic,,0,f
323,"2,331.00",Assemblage,2331_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,3,NA, ,NA,NA,NA, ,0,0,2331,Assemblage,Stallings Island,,GA,COLUMBIA,9Co1,MAG,4/2/93 0:00,,,QA,APPLING,7.5,NA,33.3,-82.15,,,NA,33.5,-82.25,,FL,,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,HOLO,HOLO,1,BRUN,,NA,0.003,3000,late-Holocene,CULT,0.01,CULT,NA,CULT,,Archaic,,0,f
342,"2,558.00",Zone 3,2558_Zone 3,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2558,Zone 3,Smith Shelter,,MO,CRAWFORD,23CR80,MAG,11/21/92 0:00,3/5/02 0:00,,QP,SULLIVAN,7.5,NA,38.6,-91.1,,UMO,NA,38.1,-91.16666667,FINE,CV,RS,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,HOLO,HOLO,1,BRUN,,NA,0.003,3000,late-Holocene,CULT,0.01,CULT,NA,CULT,HH,Pre-Ceramic,BT,0,f
23,67,Assemblage,67_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,67,Assemblage,Pabst,,IL,DEWITT,,MAG,2/7/91 0:00,,,E,DEWITT,7.5,NA,40.1016,-88.5007,,ISM,NA,40.16666667,-88.83333333,,AN,,MN,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00302,3020,late-Holocene,14CG,0.0043,14CG,NA,CULT,HH,Late Archaic,,0,f
366,"2,607.00",Assemblage,2607_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,5,NA, ,NA,NA,NA, ,0,0,2607,Assemblage,Riverton,,IL,CRAWFORD,11CW170,MAG,1/15/93 0:00,,,E,MEXOM,7.5,NA,39.118,-87.3432,,ISM?,NA,39.01666667,-87.56666667,SASC,FL,,TE,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00311,3110,late-Holocene,14CG,0.00346,14CG,NA,CULT,HH,Riverton Culture,BT,0,f
28,78,Stratum IIB,78_Stratum IIB,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,4,NA, ,NA,NA,NA, ,0,0,78,Stratum IIB,Meadowcroft Rockshelter,,PA,WASHINGTON,36WH297,MAG,2/18/91 0:00,2/21/02 0:00,,E,AVELLA,7.5,NA,40.1712,-80.29,259.9,PITT/CMNH,NA,40.28333333,-80.48333333,TOTL,CV,RS,BS,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.00312,3120,late-Holocene,14CG,0.00667,14CG,NA,CULT,"RR, HH",Archaic,"BN, W0",0,f
158,"1,145.00",Upper Cave Level 6,1145_Upper Cave Level 6,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,1145,Upper Cave Level 6,Ventana Cave,,AZ,PIMA,AZ Z:12:5,RFS,5/28/91 0:00,7/24/99 0:00,Previous codining up date 6/20/91,E,WINDOW MOUNTAIN,7.5,NA,32.2,-112.14,750,UALP,NA,32.33333333,-112.2333333,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0032,3200,late-Holocene,CULT,0.0038,CULT,NA,CULT,HH,Amargoza II; Chiricahua,"HB, BN, BT",0,f
367,"2,609.00",Assemblage,2609_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2609,Assemblage,Swan Island,,IL,CRAWFORD,11CW319,MAG,1/15/93 0:00,,,E,HEATHSVILLE,7.5,NA,38.5111,-87.3217,,ISM?,NA,38.85,-87.53333333,,FL,,TE,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00345,3450,late-Holocene,14CG,0.00345,14CG,NA,CULT,HH,Riverton Culture,BT,0,f
59,164,Analysis Unit 3-5,164_Analysis Unit 3-5,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,5,NA, ,NA,NA,NA, ,0,0,164,Analysis Unit 3-5,Hinds Cave,,TX,VAL VERDE,41VV456,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.5329,-101.2624,,TAM,NA,29.88333333,-101.4333333,,CV,RS,OD,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00368,3680,late-Holocene,14CG,0.00616,14CG,NA,CULT,HH,Middle Archaic; Late Archaic,BN,0,f
125,857,Stratum II,857_Stratum II,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,8,NA, ,NA,NA,NA, ,0,0,857,Stratum II,Sylvan Lake Rockshelter,,NY,DUTCHESS,CLO2,MKM,6/22/92 0:00,,,QA,VERBANK,7.5,NA,41.37,-73.37,,NYSM,NA,41.61666667,-73.61666667,,CV,RS,FG,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.004,4000,late-Holocene,14CG,0.00656,14CG,NA,CULT,HH,,,0,f
146,"1,056.00",Level 2,1056_Level 2,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,9,NA, ,NA,NA,NA, ,0,0,1056,Level 2,Stanton's Cave,,AZ,COCONINO,Ariz C:5:3,RFS,4/23/91 0:00,9/10/91 0:00,Site # is in the Grand Canyon scheme,E,NORTH CANYON POINT,7.5,NA,36.3,-111.5,927,,NA,36.5,-111.8333333,FINE,CV,HZ,BS,P,,,,NA,NA,WIHO,NA,NA,QUAT,HOPL,WIHO,,1,BRUN,,NA,0.004095,4095,late-Holocene,14CG,0.01076,14CG,NA,CULT,"PR, RR, NA",,RG,0,f
345,"2,567.00",Level 13,2567_Level 13,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2567,Level 13,Pot Shelter,,MO,CRAWFORD,23CR149,MAG,11/21/92 0:00,3/5/02 0:00,No fauna in Level 28,QA,ONONDAGA CAVE,7.5,NA,38.6,-91.1,,UMO,NA,38.1,-91.16666667,CRSE,CV,RS,,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00415,4150,late-Holocene,14CG,0.0056,14CG,NA,CULT,HH,Woodland; Archaic,,0,f
346,"2,567.00",Level 14,2567_Level 14,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2567,Level 14,Pot Shelter,,MO,CRAWFORD,23CR149,MAG,11/21/92 0:00,3/5/02 0:00,No fauna in Level 28,QA,ONONDAGA CAVE,7.5,NA,38.6,-91.1,,UMO,NA,38.1,-91.16666667,CRSE,CV,RS,,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00415,4150,late-Holocene,14CG,0.0056,14CG,NA,CULT,HH,Woodland; Archaic,,0,f
392,"2,800.00",Stratum 8EC,2800_Stratum 8EC,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,2800,Stratum 8EC,Modoc Rock Shelter,,IL,RANDOLPH,11RA501,MAG,1/25/93 0:00,,,E,PRAIRIE DU ROCHER,7.5,NA,38.345,-90.0351,,ISM,NA,38.05,-90.05,FINE,CV,RS,,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00433,4330,mid-Holocene,14CG,0.00473,14CG,NA,CULT,HH,Late Archaic,HB,0,f
298,"2,180.00",Assemblage,2180_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,3,9,NA, ,NA,NA,NA, ,0,0,2180,Assemblage,Lamoka Lake,,NY,SCHULER,,MAG,8/22/92 0:00,2/21/02 0:00,,E,WAYNE,7.5,NA,42.25,-77.05,,NYSM,NA,42.41666667,-77.08333333,,AN,,,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.004369,4369,mid-Holocene,14CG,0.005383,14CG,NA,CULT,HH,Late Archaic,,0,f
54,162,Zone III,162_Zone III,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,162,Zone III,Baker Cave,,TX,VAL VERDE,41VV213,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.59,-101.06,,,NA,29.98333333,-101.1,CRSE,CV,RS,,N,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00445,4450,mid-Holocene,CULT,0.00595,CULT,NA,CULT,HH,Archaic; Almagre; Nolan; Langtry; Pandale; Tortugas,,0,f
152,"1,145.00",Red Sand,1145_Red Sand,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,2,NA, ,NA,NA,NA, ,0,0,1145,Red Sand,Ventana Cave,,AZ,PIMA,AZ Z:12:5,RFS,5/28/91 0:00,7/24/99 0:00,Previous codining up date 6/20/91,E,WINDOW MOUNTAIN,7.5,NA,32.2,-112.14,750,UALP,NA,32.33333333,-112.2333333,CRSE,CV,RS,OD,N,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.0045,4500,mid-Holocene,STRA,0.0075,STRA,NA,CULT,"HH, DP",Ventana-Amargosa,HB,0,f
159,"1,145.00",Upper Cave Level 8,1145_Upper Cave Level 8,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,1145,Upper Cave Level 8,Ventana Cave,,AZ,PIMA,AZ Z:12:5,RFS,5/28/91 0:00,7/24/99 0:00,Previous codining up date 6/20/91,E,WINDOW MOUNTAIN,7.5,NA,32.2,-112.14,750,UALP,NA,32.33333333,-112.2333333,CRSE,CV,RS,,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.0045,4500,mid-Holocene,CULT,0.005,CULT,NA,CULT,HH,Amargoza II; Chiricahua; Ventana; Amargosa I,"HB, BN, BT",0,f
60,164,Analysis Unit 5,164_Analysis Unit 5,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,3,17,NA,BN,NA,NA,NA, ,0,0,164,Analysis Unit 5,Hinds Cave,,TX,VAL VERDE,41VV456,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.5329,-101.2624,,TAM,NA,29.88333333,-101.4333333,,CV,RS,OD,N,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00461,4610,mid-Holocene,14CG,0.00616,14CG,NA,CULT,HH,Middle Archaic; Pandale; Val Verde; Langtry; Pedernales,"BN, SM",0,f
61,164,Analysis Unit 5-7,164_Analysis Unit 5-7,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,12,NA,BN,NA,NA,NA, ,0,0,164,Analysis Unit 5-7,Hinds Cave,,TX,VAL VERDE,41VV456,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.5329,-101.2624,,TAM,NA,29.88333333,-101.4333333,,CV,RS,OD,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,EMHO,HOLO,1,BRUN,,NA,0.00461,4610,mid-Holocene,14CG,0.00912,14CG,NA,CULT,HH,Early Archaic; Middle Archaic,BN,0,f
395,"2,800.00",Stratum B,2800_Stratum B,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2800,Stratum B,Modoc Rock Shelter,,IL,RANDOLPH,11RA501,MAG,1/25/93 0:00,,,E,PRAIRIE DU ROCHER,7.5,NA,38.345,-90.0351,,ISM,NA,38.05,-90.05,CRSE,CV,RS,,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00472,4720,mid-Holocene,14CG,0.00472,14CG,NA,CULT,HH,Late Archaic,HB,0,f
