spec,longitude,latitude
Urocyon cinereoargenteus,-108.588194444,31.0654166667
Urocyon cinereoargenteus,-112.625333333,27.5075833333
Urocyon cinereoargenteus,-102.778055556,29.1666666667
Urocyon cinereoargenteus,-113.361277778,31.7526944444
Urocyon cinereoargenteus,-107.497083333,27.8094722222
Urocyon cinereoargenteus,-107.727888889,27.3936388889
Urocyon cinereoargenteus,-109.635527778,28.9903333333
Urocyon cinereoargenteus,-101.502222222,18.7429444444
Urocyon cinereoargenteus,-103.365222222,21.9109444444
Urocyon cinereoargenteus,-72.3061833333,43.7172283333
Urocyon cinereoargenteus,-111.2087398253,32.2695246801
Urocyon cinereoargenteus,-118.4717466667,34.377055
Urocyon cinereoargenteus,-98.1018746851,32.3191929137
Urocyon cinereoargenteus,-73.4173649736,41.9820997024
Urocyon cinereoargenteus,-122.9298693761,43.8951238742
Urocyon cinereoargenteus,-81.3688666667,35.7542083333
Urocyon cinereoargenteus,-76.7282810889,35.5335959278
Urocyon cinereoargenteus,-87.3518968745,21.3058513073
Urocyon cinereoargenteus,-77.3324425,37.5059332
Urocyon cinereoargenteus,-88.737904653,19.7790156446
Urocyon cinereoargenteus,-117.256846558,33.9072056768
Urocyon cinereoargenteus,-75.4061641073,40.8952592102
Urocyon cinereoargenteus,-111.5643719029,33.1298357007
Urocyon cinereoargenteus,-78.47604329,43.0196107226
Urocyon cinereoargenteus,-100.1903786099,22.2671596179
Urocyon cinereoargenteus,-80.5495112,34.9854275
Urocyon cinereoargenteus,-76.9854125977,40.1713447571
Urocyon cinereoargenteus,-95.5012544093,31.5755331062
Urocyon cinereoargenteus,-80.38527,33.8814466667
Urocyon cinereoargenteus,-82.6303992741,41.8019296659
Urocyon cinereoargenteus,-73.7674866759,42.6371278104
Urocyon cinereoargenteus,-101.5825486215,27.8363733377
Urocyon cinereoargenteus,-71.7166212746,42.9565830091
Urocyon cinereoargenteus,-97.436195,30.0361278333
Urocyon cinereoargenteus,-113.055408871,37.3915018649
Urocyon cinereoargenteus,-91.2297796689,17.2880427717
Urocyon cinereoargenteus,-80.8792338792,34.181039524
Urocyon cinereoargenteus,-123.8702569839,40.7725271299
Urocyon cinereoargenteus,-81.9552125975,30.8634532969
Urocyon cinereoargenteus,-78.3923877776,39.6319709758
Urocyon cinereoargenteus,-86.513175852,15.6596550567
Urocyon cinereoargenteus,-88.0107451248,21.6077007869
Urocyon cinereoargenteus,-99.1332508307,19.601559744
Urocyon cinereoargenteus,-94.0900553595,33.8729520219
Urocyon cinereoargenteus,-116.4502722222,33.1083055556
Urocyon cinereoargenteus,-120.9529076117,39.0614124657
Urocyon cinereoargenteus,-90.3483661089,42.7674845647
Urocyon cinereoargenteus,-97.3715238367,30.6703892816
Urocyon cinereoargenteus,-89.4913166667,21.0576638333
Urocyon cinereoargenteus,-103.9445333333,30.5937616667
Urocyon cinereoargenteus,-85.2977739729,34.5526358542
Urocyon cinereoargenteus,-121.6985067353,38.5404441089
Urocyon cinereoargenteus,-77.1852036193,38.5514896989
Urocyon cinereoargenteus,-80.3824755549,36.4502751654
Urocyon cinereoargenteus,-89.5597134033,48.0262688377
Urocyon cinereoargenteus,-93.8922195435,33.0080108643
Urocyon cinereoargenteus,-76.8637161255,38.8370399475
Urocyon cinereoargenteus,-99.4153199722,18.9318939722
Urocyon cinereoargenteus,-76.9797148928,39.0643740354
Urocyon cinereoargenteus,-76.0155500163,36.9065847457
Urocyon cinereoargenteus,-117.9954785027,37.49754158
Urocyon cinereoargenteus,-103.79648,32.65322
Urocyon cinereoargenteus,-93.5743429722,36.133504
Urocyon cinereoargenteus,-99.103137441,30.5973641004
Urocyon cinereoargenteus,-116.9393833333,34.0535721667
Urocyon cinereoargenteus,-109.6994552611,23.4742755889
Urocyon cinereoargenteus,-81.9295401842,33.5226396098
Urocyon cinereoargenteus,-90.8492026981,17.26239553
Urocyon cinereoargenteus,-96.4833223075,17.3160796546
Urocyon cinereoargenteus,-80.829505,26.706105
Urocyon cinereoargenteus,-73.18506072,44.0098180603
Urocyon cinereoargenteus,-96.9276076177,30.9341382433
Urocyon cinereoargenteus,-106.3989416667,35.2261083333
Urocyon cinereoargenteus,-90.4826164673,14.56982474
Urocyon cinereoargenteus,-106.6322222222,35.0813888889
Urocyon cinereoargenteus,-101.1721420278,19.6766281111
Urocyon cinereoargenteus,-80.384752081,28.2078089879
Urocyon cinereoargenteus,-97.9749217812,29.2863534755
Urocyon cinereoargenteus,-96.2925058051,33.2317726255
Urocyon cinereoargenteus,-124.074005127,40.0255203247
Urocyon cinereoargenteus,-89.8937871179,48.2346270034
Urocyon cinereoargenteus,-100.7938805085,20.724628487
Urocyon cinereoargenteus,-120.9322893617,38.073039885
Urocyon cinereoargenteus,-85.905563353,31.782613539
Urocyon cinereoargenteus,-89.5946337968,20.8259995152
Urocyon cinereoargenteus,-96.4726461098,32.902868774
Urocyon cinereoargenteus,-88.9086215571,17.0453308015
Urocyon cinereoargenteus,-92.9455519194,17.8841735744
Urocyon cinereoargenteus,-103.28417914,30.1578227659
Urocyon cinereoargenteus,-91.754315151,35.2498871321
Urocyon cinereoargenteus,-108.9889653494,33.8177591795
Urocyon cinereoargenteus,-98.457717821,16.588462859
Urocyon cinereoargenteus,-112.763941702,32.3377062764
Urocyon cinereoargenteus,-70.8690625864,44.0492058758
Urocyon cinereoargenteus,-113.4266768254,31.4951913825
Urocyon cinereoargenteus,-88.4588123,44.7366925
Urocyon cinereoargenteus,-121.70762,37.6751216667
Urocyon cinereoargenteus,-85.3564068271,31.1277227792
Urocyon cinereoargenteus,-71.6513221991,42.0466703643
Urocyon cinereoargenteus,-121.8946761265,36.6004133952
Urocyon cinereoargenteus,-105.2063735179,35.508111534
Urocyon cinereoargenteus,-91.0684381798,31.0896682447
Urocyon cinereoargenteus,-89.2541759921,48.482947605
Urocyon cinereoargenteus,-103.5989222222,35.172475
Urocyon cinereoargenteus,-83.8094240171,33.8002643232
Urocyon cinereoargenteus,-78.782045,41.1373583333
Urocyon cinereoargenteus,-97.7252665297,33.0747030522
Urocyon cinereoargenteus,-109.3648216667,34.0829083333
Urocyon cinereoargenteus,-114.0268494934,35.270750613
Urocyon cinereoargenteus,-88.1655445758,21.0671608022
Urocyon cinereoargenteus,-96.0815009102,30.4020152879
Urocyon cinereoargenteus,-105.885872223,33.4009262651
Urocyon cinereoargenteus,-107.1890616667,24.8476016667
Urocyon cinereoargenteus,-80.2461714,40.17396
Urocyon cinereoargenteus,-86.7104223316,35.2379910196
Urocyon cinereoargenteus,-98.126504235,30.0802274664
Urocyon cinereoargenteus,-84.1494748881,30.1510201357
Urocyon cinereoargenteus,-92.6696091585,31.2818706271
Urocyon cinereoargenteus,-72.8275916667,42.9204083333
Urocyon cinereoargenteus,-88.5937044024,19.4970345958
Urocyon cinereoargenteus,-107.6794694111,27.6187956301
Urocyon cinereoargenteus,-87.4224013313,35.1078645918
Urocyon cinereoargenteus,-106.1341483333,23.9218383333
Urocyon cinereoargenteus,-106.5545112267,32.3723153546
Urocyon cinereoargenteus,-123.2685445716,42.189925681
Urocyon cinereoargenteus,-79.9292315713,38.7472321136
Urocyon cinereoargenteus,-107.2638571349,33.1164897474
Urocyon cinereoargenteus,-121.5585716667,39.68
Urocyon cinereoargenteus,-95.8039791115,30.3003152283
Urocyon cinereoargenteus,-91.5361168608,37.6678522649
Urocyon cinereoargenteus,-88.3088828546,16.8256328273
Urocyon cinereoargenteus,-121.6352163368,36.1508726441
Urocyon cinereoargenteus,-103.1050631799,29.0443141244
Urocyon cinereoargenteus,-119.9733254713,34.487535837
Urocyon cinereoargenteus,-73.1632,44.9103305556
Urocyon cinereoargenteus,-84.1823874919,9.8995332808
Urocyon cinereoargenteus,-99.8822093048,32.2409921427
Urocyon cinereoargenteus,-99.2726507997,25.6683741
Urocyon cinereoargenteus,-108.3430737054,35.1790054055
Urocyon cinereoargenteus,-89.3070459366,43.1367252867
Urocyon cinereoargenteus,-88.5511862922,48.8155468956
Urocyon cinereoargenteus,-116.2351800717,33.3665442148
Urocyon cinereoargenteus,-88.4619849425,20.436956695
Urocyon cinereoargenteus,-100.0122420117,19.2514273483
Urocyon cinereoargenteus,-123.7952599834,39.4875076046
Urocyon cinereoargenteus,-95.758805,15.9373466667
Urocyon cinereoargenteus,-101.6720931291,35.2351969581
Urocyon cinereoargenteus,-70.8972549098,43.4388139901
Urocyon cinereoargenteus,-89.433175,18.444375
Urocyon cinereoargenteus,-100.6617701054,22.4859160402
Urocyon cinereoargenteus,-98.1097339912,28.973219458
Urocyon cinereoargenteus,-96.3842315674,35.7904624939
Urocyon cinereoargenteus,-110.6957712024,32.3753970386
Urocyon cinereoargenteus,-96.9804385677,36.0578390196
Urocyon cinereoargenteus,-106.6030558499,31.3804232159
Urocyon cinereoargenteus,-84.9054916576,32.0648304322
Urocyon cinereoargenteus,-96.0272382073,34.6458593398
Urocyon cinereoargenteus,-79.5737479778,41.3817753901
Urocyon cinereoargenteus,-75.9275306,43.9941278
Urocyon cinereoargenteus,-90.8697477,15.3504031
Urocyon cinereoargenteus,-103.8782803755,18.9161663465
Urocyon cinereoargenteus,-97.6802594215,18.0256447955
Urocyon cinereoargenteus,-91.6363484171,45.565052574
Urocyon cinereoargenteus,-75.873858693,36.3294947349
Urocyon cinereoargenteus,-95.1682299815,31.6365490869
Urocyon cinereoargenteus,-88.9568105457,14.4548786669
Urocyon cinereoargenteus,-84.1503431874,33.9496607702
Urocyon cinereoargenteus,-87.4623774037,34.0118505179
Urocyon cinereoargenteus,-116.4918966667,32.8196416667
Urocyon cinereoargenteus,-83.3817351939,30.8584539789
Urocyon cinereoargenteus,-116.1066055298,35.1474243605
Urocyon cinereoargenteus,-98.9508676481,32.8137912065
Urocyon cinereoargenteus,-112.0886102405,36.0598090971
Urocyon cinereoargenteus,-122.8395894282,44.6101149855
Urocyon cinereoargenteus,-109.4459833333,23.43323
Urocyon cinereoargenteus,-73.7210579722,42.868369
Urocyon cinereoargenteus,-80.1291218417,25.9536541576
Urocyon cinereoargenteus,-123.7032078579,38.9588938925
Urocyon cinereoargenteus,-110.1184287599,31.0631789498
Urocyon cinereoargenteus,-94.8170477136,34.3020511911
Urocyon cinereoargenteus,-97.6703637466,31.0386881304
Urocyon cinereoargenteus,-77.6849130124,39.6885235875
Urocyon cinereoargenteus,-99.6819002866,32.7358172743
Urocyon cinereoargenteus,-84.3696890389,29.9184843191
Urocyon cinereoargenteus,-111.6804319818,35.1691256068
Urocyon cinereoargenteus,-122.7235291193,38.7599203425
Urocyon cinereoargenteus,-101.9584529798,30.9424149006
Urocyon cinereoargenteus,-99.8262033333,30.0269555
Urocyon cinereoargenteus,-76.1309093961,43.0172165196
Urocyon cinereoargenteus,-87.4901966667,33.2074166667
Urocyon cinereoargenteus,-72.1815766667,42.5062333333
Urocyon cinereoargenteus,-111.5358366667,25.74497
Urocyon cinereoargenteus,-121.8857951913,40.4241783223
Urocyon cinereoargenteus,-80.0371307757,33.1745016282
Urocyon cinereoargenteus,-106.1938269513,27.603416785
Urocyon cinereoargenteus,-109.8689077973,23.2176411068
Urocyon cinereoargenteus,-92.8967061274,38.1598839001
Urocyon cinereoargenteus,-122.0228877291,38.4902003295
Urocyon cinereoargenteus,-122.8214355844,40.7716719526
Urocyon cinereoargenteus,-84.6636298151,32.7760370353
Urocyon cinereoargenteus,-111.9536533333,27.0691
Urocyon cinereoargenteus,-77.0822404267,42.1161159477
Urocyon cinereoargenteus,-110.7884664145,34.3388683189
Urocyon cinereoargenteus,-97.7883016937,31.9727785133
Urocyon cinereoargenteus,-105.1450283333,20.7973983333
Urocyon cinereoargenteus,-113.1783463954,33.007196992
Urocyon cinereoargenteus,-94.3021605538,46.351968041
Urocyon cinereoargenteus,-92.321476447,34.611157985
Urocyon cinereoargenteus,-108.3342772229,31.1454734992
Urocyon cinereoargenteus,-73.8146305556,44.7415117778
Urocyon cinereoargenteus,-89.4562301389,13.4978723333
Urocyon cinereoargenteus,-122.7623141104,38.9889770082
Urocyon cinereoargenteus,-87.8487914603,18.3130483971
Urocyon cinereoargenteus,-91.7001429722,16.3955699722
Urocyon cinereoargenteus,-84.0733945,33.5913383333
Urocyon cinereoargenteus,-82.0957204879,33.7640608323
Urocyon cinereoargenteus,-121.7975205267,37.0174469853
Urocyon cinereoargenteus,-119.7150923232,39.4380395737
Urocyon cinereoargenteus,-79.0608793359,35.9420012442
Urocyon cinereoargenteus,-111.151539,28.307455
Urocyon cinereoargenteus,-115.5737388889,31.045275
Urocyon cinereoargenteus,-122.19377,39.59315
Urocyon cinereoargenteus,-122.46738,38.96606
Urocyon cinereoargenteus,-119.257565353,37.1918153413
Urocyon cinereoargenteus,-89.5184606686,18.8576554784
Urocyon cinereoargenteus,-103.3496094123,20.6596764289
Urocyon cinereoargenteus,-105.0038897222,25.4669263889
Urocyon cinereoargenteus,-121.5065106932,41.7133784346
Urocyon cinereoargenteus,-98.2481421077,31.6346410633
Urocyon cinereoargenteus,-81.4760262243,40.1590871277
Urocyon cinereoargenteus,-83.4064790997,32.9305323
Urocyon cinereoargenteus,-75.1528501696,39.7490270172
Urocyon cinereoargenteus,-113.5491633333,28.9295
Urocyon cinereoargenteus,-98.5586937616,23.8347030008
Urocyon cinereoargenteus,-106.3358315439,35.6482773041
Urocyon cinereoargenteus,-97.6381,29.6746116667
Urocyon cinereoargenteus,-100.5080343,31.4638985
Urocyon cinereoargenteus,-100.1579317135,25.4666589683
Urocyon cinereoargenteus,-87.451755,14.285213
Urocyon cinereoargenteus,-110.359023,32.920776
Urocyon cinereoargenteus,-117.4092000819,33.6814323955
Urocyon cinereoargenteus,-89.2984299382,14.4403839959
Urocyon cinereoargenteus,-76.5836,36.7282
Urocyon cinereoargenteus,-122.1324466323,41.2561797676
Urocyon cinereoargenteus,-94.1964000278,16.3058476389
Urocyon cinereoargenteus,-96.9885023012,28.1339954863
Urocyon cinereoargenteus,-97.6677784324,34.983161846
Urocyon cinereoargenteus,-93.251718,35.228017
Urocyon cinereoargenteus,-97.1464482283,33.209295503
Urocyon cinereoargenteus,-71.5502893175,44.27960381
Urocyon cinereoargenteus,-76.2117261155,42.6283365383
Urocyon cinereoargenteus,-96.8520675321,18.1412003912
Urocyon cinereoargenteus,-124.0691971667,41.3850866667
Urocyon cinereoargenteus,-93.7451701239,16.1297579606
Urocyon cinereoargenteus,-81.1089897007,35.9727501655
Urocyon cinereoargenteus,-99.105678834,23.1736789159
Urocyon cinereoargenteus,-95.4404178303,30.448762968
Urocyon cinereoargenteus,-101.0526263364,21.9161969571
Urocyon cinereoargenteus,-115.9399595484,36.1163664792
Urocyon cinereoargenteus,-73.9443001,44.2460758
Urocyon cinereoargenteus,-109.1160752021,31.898186703
Urocyon cinereoargenteus,-76.4360284596,42.2655137068
Urocyon cinereoargenteus,-94.4097613292,35.357459393
Urocyon cinereoargenteus,-104.3161014,21.6820962
Urocyon cinereoargenteus,-110.91613825,31.3648829722
Urocyon cinereoargenteus,-124.1154361111,43.9263444444
Urocyon cinereoargenteus,-123.0252076128,38.7971490389
Urocyon cinereoargenteus,-89.6537644803,18.5315886939
Urocyon cinereoargenteus,-97.1316580394,17.6539828624
Urocyon cinereoargenteus,-71.9504977226,44.6297812171
Urocyon cinereoargenteus,-100.5466936552,20.8176463505
Urocyon cinereoargenteus,-79.4768533333,34.745005
Urocyon cinereoargenteus,-73.4502025884,44.560133202
Urocyon cinereoargenteus,-123.924345,40.35468
Urocyon cinereoargenteus,-74.1544324551,41.9328867422
Urocyon cinereoargenteus,-124.2046555556,40.696675
Urocyon cinereoargenteus,-93.2060163,37.0208865
Urocyon cinereoargenteus,-120.0952142369,37.4032359931
Urocyon cinereoargenteus,-89.8566552266,34.0695750002
Urocyon cinereoargenteus,-78.923370939,36.1910737911
Urocyon cinereoargenteus,-84.1081294658,36.4671080702
Urocyon cinereoargenteus,-108.3477410735,29.6898336889
Urocyon cinereoargenteus,-109.7089024558,38.5674225752
Urocyon cinereoargenteus,-99.2809829106,28.8091939974
Urocyon cinereoargenteus,-106.7266528502,25.0360411901
Urocyon cinereoargenteus,-88.986661,13.742693
Urocyon cinereoargenteus,-82.1985098663,35.8144966614
Urocyon cinereoargenteus,-98.52042,30.15821
Urocyon cinereoargenteus,-80.8927883173,38.7392478719
Urocyon cinereoargenteus,-100.4995145826,31.2033482327
Urocyon cinereoargenteus,-120.35595,37.295736
Urocyon cinereoargenteus,-101.7688916667,23.4402611111
Urocyon cinereoargenteus,-92.7427315,35.15385
Urocyon cinereoargenteus,-120.6885835703,39.2873958092
Urocyon cinereoargenteus,-72.4850470573,42.5824217108
Urocyon cinereoargenteus,-72.9551476075,5.6623036908
Urocyon cinereoargenteus,-72.6090399537,43.5976467071
Urocyon cinereoargenteus,-115.3993766957,35.1489326743
Urocyon cinereoargenteus,-91.3457096863,37.0474201726
Urocyon cinereoargenteus,-92.9821616667,16.6902616667
Urocyon cinereoargenteus,-99.4172973839,32.3936392854
Urocyon cinereoargenteus,-76.8376298797,39.4038718473
Urocyon cinereoargenteus,-76.0001966357,43.2478429773
Urocyon cinereoargenteus,-77.4396666667,35.5384333333
Urocyon cinereoargenteus,-87.6944366667,32.5178633333
Urocyon cinereoargenteus,-99.2133641616,19.2467455194
Urocyon cinereoargenteus,-109.680345,29.8105
Urocyon cinereoargenteus,-118.6448974609,35.226398468
Urocyon cinereoargenteus,-88.2913822645,13.4831636377
Urocyon cinereoargenteus,-117.2628283873,34.2385517088
Urocyon cinereoargenteus,-92.3232191988,15.5662768994
Urocyon cinereoargenteus,-113.7415833333,36.67985
Urocyon cinereoargenteus,-80.87200284,33.4965684975
Urocyon cinereoargenteus,-89.0507833333,17.8355866667
Urocyon cinereoargenteus,-101.7602845379,21.7014067092
Urocyon cinereoargenteus,-99.5310667902,17.6858134227
Urocyon cinereoargenteus,-97.457031574,17.4336800139
Urocyon cinereoargenteus,-87.928577587,14.9470718464
Urocyon cinereoargenteus,-102.0883221667,31.1514138333
Urocyon cinereoargenteus,-95.291851,32.471006
Urocyon cinereoargenteus,-113.7448019219,37.2680767648
Urocyon cinereoargenteus,-74.5267357622,39.7734317082
Urocyon cinereoargenteus,-96.42803414,19.67932702
Urocyon cinereoargenteus,-101.7433808333,25.4960108333
Urocyon cinereoargenteus,-106.32738667,34.76693333
Urocyon cinereoargenteus,-81.0273443162,33.8567833162
Urocyon cinereoargenteus,-86.2384863607,11.6419124479
Urocyon cinereoargenteus,-121.242455,38.0859861667
Urocyon cinereoargenteus,-70.9735461451,42.807218162
Urocyon cinereoargenteus,-99.0506016844,24.6988164455
Urocyon cinereoargenteus,-99.6596207097,21.0989220834
Urocyon cinereoargenteus,-84.2461063974,36.0349047201
Urocyon cinereoargenteus,-110.7375633333,31.55267
Urocyon cinereoargenteus,-108.2364516913,36.7252620567
Urocyon cinereoargenteus,-100.0407111667,25.2436583333
Urocyon cinereoargenteus,-97.1538347632,29.9577718758
Urocyon cinereoargenteus,-91.4646392228,17.9070735647
Urocyon cinereoargenteus,-95.1115341,16.8013227
Urocyon cinereoargenteus,-84.3457045819,30.4085809591
Urocyon cinereoargenteus,-96.7773416396,31.8630917545
Urocyon cinereoargenteus,-83.9229347929,31.2200185395
Urocyon cinereoargenteus,-96.6298229379,16.3008954568
Urocyon cinereoargenteus,-115.3332445711,36.2350474397
Urocyon cinereoargenteus,-76.8490472222,42.9609305556
Urocyon cinereoargenteus,-94.6375583333,31.6166833333
Urocyon cinereoargenteus,-80.4190893353,35.975095317
Urocyon cinereoargenteus,-122.2743166667,38.72605
Urocyon cinereoargenteus,-76.506831317,42.9457767609
Urocyon cinereoargenteus,-99.1221313963,26.0995957019
Urocyon cinereoargenteus,-89.1112594604,17.5390834808
Urocyon cinereoargenteus,-80.0881194,34.7359889
Urocyon cinereoargenteus,-89.9225216667,17.75432
Urocyon cinereoargenteus,-119.7164187222,34.5947546624
Urocyon cinereoargenteus,-100.077029,29.932709
Urocyon cinereoargenteus,-119.1524278333,38.0413138333
Urocyon cinereoargenteus,-88.6633992568,20.7051925308
Urocyon cinereoargenteus,-101.362350465,19.4770968633
Urocyon cinereoargenteus,-80.7829744342,34.8607206108
Urocyon cinereoargenteus,-107.868517476,25.1924548236
Urocyon cinereoargenteus,-101.30308895,20.9820553
Urocyon cinereoargenteus,-82.9000750557,32.1425626307
Urocyon cinereoargenteus,-97.992194937,31.766701257
Urocyon cinereoargenteus,-102.1061119683,32.0489083059
Urocyon cinereoargenteus,-86.8025887758,33.460329334
Urocyon cinereoargenteus,-82.3062603098,35.6036319566
Urocyon cinereoargenteus,-98.7357274,20.1007468
Urocyon cinereoargenteus,-100.8367407555,25.7531625175
Urocyon cinereoargenteus,-97.1109347761,32.9755505227
Urocyon cinereoargenteus,-109.3545916667,32.01174445
Urocyon cinereoargenteus,-87.9135290533,21.1547271836
Urocyon cinereoargenteus,-103.0087685529,30.8021049172
Urocyon cinereoargenteus,-87.2068866667,30.442455
Urocyon cinereoargenteus,-99.2179398812,32.9249724324
Urocyon cinereoargenteus,-101.4826966667,32.0372195
Urocyon cinereoargenteus,-89.6293052272,21.2741946415
Urocyon cinereoargenteus,-83.888605754,32.8491628188
Urocyon cinereoargenteus,-98.8663670869,18.7805007301
Urocyon cinereoargenteus,-119.20698327,34.299854363
Urocyon cinereoargenteus,-99.9283478782,20.9067459835
Urocyon cinereoargenteus,-103.7172484025,19.0899623653
Urocyon cinereoargenteus,-97.4666133988,31.3342446313
Urocyon cinereoargenteus,-87.0982445,14.0455945
Urocyon cinereoargenteus,-100.615109,27.515411
Urocyon cinereoargenteus,-82.4160597976,28.4413103953
Urocyon cinereoargenteus,-119.3090306743,34.6360353986
Urocyon cinereoargenteus,-97.7587185009,30.4178797015
Urocyon cinereoargenteus,-78.3964369074,40.3399258707
Urocyon cinereoargenteus,-100.161608,30.764473
Urocyon cinereoargenteus,-98.3227537572,29.6398148077
Urocyon cinereoargenteus,-122.2531283333,37.8741333333
Urocyon cinereoargenteus,-97.3936442658,35.8129449169
Urocyon cinereoargenteus,-93.4269749722,44.8128689722
Urocyon cinereoargenteus,-87.9954282939,20.8677538008
Urocyon cinereoargenteus,-99.0717149775,29.6396298064
Urocyon cinereoargenteus,-109.9240577807,31.9148681124
Urocyon cinereoargenteus,-98.960715,19.17114644
Urocyon cinereoargenteus,-110.9395833333,29.1461805
Urocyon cinereoargenteus,-124.1496266853,41.0518056911
Urocyon cinereoargenteus,-100.3401305549,20.3501726992
Urocyon cinereoargenteus,-85.6047587997,10.9201642
Urocyon cinereoargenteus,-122.9392866667,42.1218416667
Urocyon cinereoargenteus,-121.4345333333,36.772675
Urocyon cinereoargenteus,-98.2221866712,22.5054948216
Urocyon cinereoargenteus,-69.1332921388,44.0069897282
Urocyon cinereoargenteus,-87.0986340567,13.6424722553
Urocyon cinereoargenteus,-101.7721609094,23.8947497002
Urocyon cinereoargenteus,-102.1737163568,25.4571750424
Urocyon cinereoargenteus,-116.5732533478,33.8024356684
Urocyon cinereoargenteus,-100.7883357534,31.7091163605
Urocyon cinereoargenteus,-122.85865,38.5162694444
Urocyon cinereoargenteus,-98.9533998873,22.2395633419
Urocyon cinereoargenteus,-116.5668772071,34.0511745264
Urocyon cinereoargenteus,-79.1649910301,35.7249261287
Urocyon cinereoargenteus,-122.1290123463,40.6878895835
Urocyon cinereoargenteus,-82.1778281215,39.2313050826
Urocyon cinereoargenteus,-108.2009223911,30.3852266513
Urocyon cinereoargenteus,-93.0626401601,32.494608053
Urocyon cinereoargenteus,-121.9804527778,37.1996305556
Urocyon cinereoargenteus,-83.1085089439,33.8682993691
Urocyon cinereoargenteus,-92.55493,47.2828616667
Urocyon cinereoargenteus,-83.9010166667,30.0700361111
Urocyon cinereoargenteus,-104.1094444872,29.4995339978
Urocyon cinereoargenteus,-123.159125,42.4013133333
Urocyon cinereoargenteus,-106.98492808,24.38937495
Urocyon cinereoargenteus,-71.798905,42.331045
Urocyon cinereoargenteus,-100.8521069494,33.4804029158
Urocyon cinereoargenteus,-116.860422,33.455507
Urocyon cinereoargenteus,-77.810342926,37.6674469152
Urocyon cinereoargenteus,-121.3124117534,38.6974533933
Urocyon cinereoargenteus,-100.5921074376,25.8108368686
Urocyon cinereoargenteus,-98.7312377998,26.0814782212
Urocyon cinereoargenteus,-115.7616869445,33.829896383
Urocyon cinereoargenteus,-120.33180935,34.61390334
Urocyon cinereoargenteus,-87.0189908892,14.2878197368
Urocyon cinereoargenteus,-82.5875268784,28.8007548172
Urocyon cinereoargenteus,-96.9661252946,15.8546475717
Urocyon cinereoargenteus,-89.6788480505,18.1991049473
Urocyon cinereoargenteus,-117.7178333333,33.7370027778
Urocyon cinereoargenteus,-103.3305324358,20.1807878738
Urocyon cinereoargenteus,-104.9156384703,38.5899299077
Urocyon cinereoargenteus,-90.4462723061,15.4190186727
Urocyon cinereoargenteus,-110.3720764972,31.5878360509
Urocyon cinereoargenteus,-121.2616911096,35.6644190137
Urocyon cinereoargenteus,-70.3427734375,43.9268798828
Urocyon cinereoargenteus,-71.0625305,42.4833416667
Urocyon cinereoargenteus,-87.1767393127,20.9535113891
Urocyon cinereoargenteus,-109.5647545653,23.1156599614
Urocyon cinereoargenteus,-121.799066943,37.3965279181
Urocyon cinereoargenteus,-99.5009385422,20.0220140735
Urocyon cinereoargenteus,-72.2493445873,45.142259951
Urocyon cinereoargenteus,-85.1993039515,34.835252253
Urocyon cinereoargenteus,-120.56522185,38.74027495
Urocyon cinereoargenteus,-76.356754808,40.4011823788
Urocyon cinereoargenteus,-102.0674212889,27.0132816721
Urocyon cinereoargenteus,-123.2580612258,39.7281413492
Urocyon cinereoargenteus,-81.648108336,40.8877643416
Urocyon cinereoargenteus,-105.62233,36.6166283333
Urocyon cinereoargenteus,-70.7190484,43.1026325997
Urocyon cinereoargenteus,-108.4497316001,33.7482972
Urocyon cinereoargenteus,-97.5273426389,19.8219704444
Urocyon cinereoargenteus,-85.302974,29.8118757
Urocyon cinereoargenteus,-79.2298133333,35.420595
Urocyon cinereoargenteus,-118.9302275382,36.2039456755
Urocyon cinereoargenteus,-91.5830390125,14.8183316059
Urocyon cinereoargenteus,-105.2084869,27.265784
Urocyon cinereoargenteus,-94.5075491211,32.5924918804
Urocyon cinereoargenteus,-111.5038105258,35.3790644392
Urocyon cinereoargenteus,-71.8985833333,45.4158888889
Urocyon cinereoargenteus,-87.1814337537,33.2071857399
Urocyon cinereoargenteus,-69.29049667,44.60497167
Urocyon cinereoargenteus,-72.579583931,43.3536780636
Urocyon cinereoargenteus,-87.373388,44.949517
Urocyon cinereoargenteus,-101.5936783944,19.7090215352
Urocyon cinereoargenteus,-122.324411,44.154074
Urocyon cinereoargenteus,-103.5343333333,37.9130633333
Urocyon cinereoargenteus,-122.6847425832,38.2954347576
Urocyon cinereoargenteus,-99.5772105905,17.386862579
Urocyon cinereoargenteus,-121.3762243229,37.2315250131
Urocyon cinereoargenteus,-103.183605,34.4093866667
Urocyon cinereoargenteus,-119.5093066064,37.0640303325
Urocyon cinereoargenteus,-103.7691285935,19.9779406482
Urocyon cinereoargenteus,-117.85999445,34.4328416667
Urocyon cinereoargenteus,-93.4964166954,37.322842376
Urocyon cinereoargenteus,-106.7910129949,32.2670188936
Urocyon cinereoargenteus,-107.9016252985,32.8513585088
Urocyon cinereoargenteus,-104.9217216667,39.1152445
Urocyon cinereoargenteus,-105.4925429071,35.3691925055
Urocyon cinereoargenteus,-104.512260437,36.7838287354
Urocyon cinereoargenteus,-92.446573,38.9462283
Urocyon cinereoargenteus,-122.7177453873,44.9142564698
Urocyon cinereoargenteus,-124.0383276,41.8797318
Urocyon cinereoargenteus,-70.3001466667,43.6193
Urocyon cinereoargenteus,-109.1623099366,25.9913435235
